Geneid,Length,Mock_1,Mock_2,Mock_3,ZIKA_1,ZIKA_2,ZIKA_3
ENSG00000201868,94,0,0,0,1,4,0
ENSG00000240374,303,0,0,0,0,0,0
ENSG00000201542,152,0,0,1,2,0,0
ENSG00000203910,1086,2,2,2,2,6,3
ENSG00000233125,418,0,0,0,0,0,0
ENSG00000174842,2910,196,303.75,472,170,335,295
ENSG00000122484,17048,441,680,1012,451,798.5,687
ENSG00000242764,297,0,0,0,0,0,0
ENSG00000223787,346,0,1,0,0,1,2
ENSG00000229992,583,0,0,0,0,0.5,0
ENSG00000201317,116,0,0,0,0,0,0
ENSG00000225505,797,0,2,2,0,1,0
ENSG00000234202,156,0,0,0,0,0,0
ENSG00000223896,1163,0,0,1,0,0,0
ENSG00000279111,981,0,0,0,0,0,0
ENSG00000187701,1285,0,0,0,0,0,0
ENSG00000231237,971,0,0,0,0,0,0
ENSG00000203757,1875,0,0,0,0,0,0
ENSG00000229724,200,0,0,0,0,0,0
ENSG00000180409,937,0,0,0,0,0,0
ENSG00000163563,2025,0,0,0,0,0,0
ENSG00000196266,940,0,0,0,0,0,0
ENSG00000196772,1367,0,0,0,0,0,0
ENSG00000232908,1017,0,0,0,0,0,0
ENSG00000197591,969,0,0,0,0,0,0
ENSG00000162722,5170,0,0,1,2,0,2
ENSG00000238243,945,0,0,0,0,0,0
ENSG00000177275,1873,0,0,0,0,0,0
ENSG00000226191,1453,0,0,0,0,0,0
ENSG00000224830,687,0,0,0,0,0,0
ENSG00000279263,939,0,0,0,0,0,0
ENSG00000197532,5128,0,0,0,0,0,0
ENSG00000234512,2706,0,0,0,0,0,0
ENSG00000235907,736,0,1,3,1,4,1
ENSG00000121903,10444,164,189,325,201,348,325
ENSG00000198104,4670,0,0,0,0,0,0
ENSG00000177233,951,0,0,0,0,0,0
ENSG00000162727,939,0,0,0,0,0,0
ENSG00000198601,1229,0,0,0,0,0,0
ENSG00000239428,562,0,0,0,0,0,0
ENSG00000234333,265,0,0,0,0,0,0
ENSG00000034971,2104,0,0,0,2,2,1
ENSG00000187730,5525,8,18,19,10,25.12,7
ENSG00000270620,211,0,0,1,0,0,3
ENSG00000116809,4240,380,515,755,553,1046,839
ENSG00000234607,563,0,0,0,0,0,2
ENSG00000231353,260,0,0,0,0,0,0
ENSG00000275503,236,0,0,0,0,0,0
ENSG00000224966,962,0,0,0,0,0,0
ENSG00000183888,3039,0,0,1,0,0.5,0
ENSG00000233078,466,0,0,0,0,0,0
ENSG00000173641,3193,2,3,2,0,2,4
ENSG00000186510,3476,1,2,5,4,3.17,3.5
ENSG00000185519,1720,137.5,240.67,362.75,99.08,131.94,131.06
ENSG00000285986,614,0,0,0.29,0,0,0.5
ENSG00000177462,2422,0,0,0,0,0,0
ENSG00000278480,966,4,3,11,1,4,2
ENSG00000236045,727,0,2,1,0,0,2
ENSG00000142634,2534,2223,3323.75,4220.5,1610.5,2790.5,2449
ENSG00000162438,3483,2,2,5,8,21.5,13
ENSG00000169214,1762,0,0,0,0,0,0
ENSG00000239395,453,0,0,0,0,0,0
ENSG00000153230,945,0,0,0,0,0,0
ENSG00000228336,4888,0,0,0,0,0,0
ENSG00000173285,3936,0.5,0.5,0,0.33,0,0
ENSG00000177201,5708,0,0,0,0,0,0
ENSG00000177212,4132,0,0,0,0,0,0
ENSG00000160062,7077,116,136.33,264.92,94.17,241.33,204.17
ENSG00000176261,3531,449,622.33,846.75,387.17,738.33,621.17
ENSG00000242769,298,0,0,0,0,0,0
ENSG00000213281,4326,1081,1556,2277,897,1658,1420
ENSG00000201900,105,3,0,2,0,1,3
ENSG00000052723,5894,322,421,633,272,572,516
ENSG00000182783,2652,0,0,0,0,0,0
ENSG00000278267,68,8.03,12.63,13.04,3.68,13.17,7.43
ENSG00000284332,138,0.12,0.19,0,0.1,0,0.25
ENSG00000186092,2618,0,0,0,0,0,0
ENSG00000239945,1319,1.02,0.92,3.62,0.97,3.66,2.91
ENSG00000233750,3812,1.02,2.36,6.95,2.58,8.66,6.85
ENSG00000222623,104,0,0,0,0,0,0
ENSG00000241599,457,0,0,0,0,0,0
ENSG00000188558,6197,0,0,0,0,0,1
ENSG00000196240,3530,0.5,0,0,0,0,0
ENSG00000197437,2568,0,0,0,0,0,0
ENSG00000221888,3980,0,0,0,0,0,0
ENSG00000228198,9933,0,0,0,0,0,0
ENSG00000184022,3522,0,0,0,0,0,0
ENSG00000197403,2726,0,0,0,0,0,0
ENSG00000279301,3770,0,0,0,0,0,0
ENSG00000198967,6323,0,0,0,2,2,0.5
ENSG00000163554,10108,2,1,0,6,9,9.5
ENSG00000229051,2455,0,0,0,0,0,0
ENSG00000132485,4985,1082.33,1652.17,2482.83,1133.83,2142,2088.17
ENSG00000207721,86,6.33,7.67,14.83,4.33,12,11.67
ENSG00000226324,250,0,0,0,0,0,0
ENSG00000231985,170,0,0,0,0,0,0
ENSG00000271618,182,0,0,0,0,0,0
ENSG00000143418,4643,5212.67,7704.5,11364.58,3887,6713.83,5865.5
ENSG00000259357,778,1965.67,2895,4179.83,1453.5,2508.5,1971
ENSG00000143412,1594,135.5,201.17,287.5,94.5,187.33,143.33
ENSG00000143363,3156,276.5,518.5,650,215.5,431.33,322
ENSG00000200759,107,0,0,0,0,0,0
ENSG00000163141,3809,24.5,45,65.5,31,63.5,44
ENSG00000143443,2320,459.5,719.25,936.5,425,780,740.5
ENSG00000197622,4184,1616.5,2426.25,3508.5,1730.5,3060.67,2830.83
ENSG00000213190,2483,1017.5,1592,2096,678,1199.67,1137.83
ENSG00000162783,4201,1669.5,2599,4138,3442.5,6414.5,5450.5
ENSG00000160785,7293,798.33,1207,1752.75,773.5,1382,1124.83
ENSG00000091483,9350,1963.5,2940.5,4236.5,1551,2869,2563
ENSG00000117009,5946,668.92,942.92,1358.33,416.67,813.83,790.33
ENSG00000054277,3724,919.58,1377.25,1978.66,606.58,1079.66,1070.42
ENSG00000203668,7778,691.08,1179.41,1731.66,512.58,860.83,776.42
ENSG00000197785,3344,995.17,1384.08,1802.89,846.53,1489.54,1288.62
ENSG00000160075,6919,2143,3432.88,4598.73,1851.17,3296.75,2707.5
ENSG00000197530,8723,588.62,846.5,1238.27,632.42,1229.5,978.36
ENSG00000116128,6331,330.5,478.5,688.5,206,392,309
ENSG00000229022,853,0,1,0,0,0,0
ENSG00000174371,4137,786,1101,1680,516.5,902.5,908
ENSG00000235990,421,4,0,2,4,2,1
ENSG00000196289,1296,0,0,0,2,1,1
ENSG00000213026,498,0,0,0,2,1,1
ENSG00000197769,1207,13,12,12,10,20,14
ENSG00000224625,1288,0,0,0,0,0,0
ENSG00000277099,822,0,0,0,0,0,1
ENSG00000162843,5622,0.5,0.5,1,1.25,2,1.25
ENSG00000264720,78,0,0,0,0,0,0
ENSG00000248458,1156,0,0,1,0,0,0
ENSG00000152760,3360,0,0,0,0,0,0
ENSG00000152763,6673,27.5,47.5,59.5,49.83,104.33,76.5
ENSG00000231080,861,2.5,1.5,4,0.83,4.33,3
ENSG00000118473,25445,2,1,4,6,8,6
ENSG00000229400,837,1,0,0,3,2.5,0
ENSG00000286719,1750,0,0,0,0,0,0
ENSG00000143815,5710,1780,2693,4186,1284,2310,2154
ENSG00000185842,19693,216,360,469,271,500,352
ENSG00000222046,1870,24,23.7,42.75,32.42,75.58,45
ENSG00000143479,10297,311,419.33,705.83,369,717,633.5
ENSG00000120337,2744,0,0,0,1,3,0
ENSG00000212916,4514,62,77,131,82,164,140
ENSG00000117600,5201,2,1,7,9,12,15
ENSG00000119283,9389,36.5,69,88,67.5,124,102
ENSG00000254685,5622,280,426.33,603,186,370.5,357.67
ENSG00000196944,963,0,0,0,0,0,0
ENSG00000172410,736,0,0,0,2.33,2.33,1
ENSG00000196418,5433,122.33,171.83,245.23,131.83,263.57,255.37
ENSG00000186440,3255,0,0,0,0,0,0
ENSG00000263513,2395,407.41,559,828.07,298.92,558.66,488.44
ENSG00000197241,1944,0,1,0,0,1,2
ENSG00000196171,975,0,0,0,0,0,0
ENSG00000187170,615,0,0,0,0,0,0
ENSG00000226029,3245,40.17,41.5,76.27,37,79.5,71
ENSG00000206652,164,1.62,0.1,1.31,26.95,1.51,0.2
ENSG00000277344,144,0,0,0,0,0,0
ENSG00000225710,882,0,0,0,0,0.5,0
ENSG00000207513,164,0.62,0.6,1.31,26.36,1.18,0.2
ENSG00000169717,1437,0,0,0,1,0,3
ENSG00000283572,61,0,0,0,0,0,0
ENSG00000226286,469,0,0,0,0,0,0
ENSG00000279839,2677,0,0,0,0,1,1
ENSG00000231978,307,0,0,0,1,0,0
ENSG00000187942,4494,1070.5,1622.5,2331.5,878,1767.5,1516.5
ENSG00000142798,18118,4966.5,7027.29,12270.45,4342,7061.5,7352.5
ENSG00000232037,483,1,0,1,0,1,0
ENSG00000219073,1540,0,0.75,0,0,0,0.5
ENSG00000285959,1611,58.04,80.38,118.78,56.91,101.46,89.58
ENSG00000273610,297,0,0,0,0,0,0
ENSG00000201919,104,0,0,0,0,0,0
ENSG00000142789,1226,0,0.5,0,0,0.5,1.5
ENSG00000278124,297,0,0,0,0,0,0
ENSG00000201273,104,0,0,0,0,0,0
ENSG00000218510,3764,142.21,174.12,300.85,151.02,243.57,228.57
ENSG00000285752,2574,108.21,145.28,232.85,111.11,216.82,177.98
ENSG00000285794,222,38.39,53.9,94.52,49.34,67.61,77.32
ENSG00000230068,692,0,7,3,0,4.33,5.17
ENSG00000271428,488,1,2,3,2,3.5,0
ENSG00000162552,4650,212.5,286,466,132,289,251.75
ENSG00000266564,62,0,0,0,0,0,0
ENSG00000252692,86,0,0,0,0,0,0
ENSG00000198049,5062,0,0,0,3,2,2.5
ENSG00000225483,390,3,2,0,4.33,3.33,3.83
ENSG00000236889,271,0,1,1,0.33,2.88,0.17
ENSG00000196550,3761,445.29,592.68,842.28,357.67,595.71,529.71
ENSG00000266028,15609,715.51,1083.21,1586.23,821.62,1414.37,1384.24
ENSG00000229509,112,0,0,0,0,0.25,0
ENSG00000263528,3791,138,199.5,286.5,229.5,362.5,357
ENSG00000278465,62,0.5,1.5,0.5,0,1,2.5
ENSG00000162888,2096,17.5,16,25,25.5,40.5,33.5
ENSG00000261000,509,0,2,0,7,7,5
ENSG00000266094,6975,55,65,93,45,99,62.5
ENSG00000234981,792,0,1.17,1,3,0,5.33
ENSG00000279946,3135,0,1,0,0,1,0
ENSG00000143486,8066,879,1305,1785,776,1470,1273
ENSG00000058453,8875,381.17,582.75,775.17,323.71,579.54,513.92
ENSG00000207389,164,0.62,0.6,1.31,26.36,1.14,0.2
ENSG00000143494,9086,79.5,129,222.5,73.5,141.5,128.5
ENSG00000215883,8926,138,211.67,341,105.33,194.83,171.5
ENSG00000162650,5422,98,119,221,78,170,125
ENSG00000120334,5165,386.5,553.5,786.5,347.5,553.5,513.83
ENSG00000162714,10552,722,1029.83,1488.5,760.5,1261.83,1195.5
ENSG00000152061,16071,213,312,449.83,193,356,339
ENSG00000116748,3082,0,0,0,0,1,1
ENSG00000177414,1842,0,0,0,0,1,0
ENSG00000134256,3904,6,11.5,12.5,4.5,12,9
ENSG00000197084,718,0,0,0,0,2,1
ENSG00000273213,3970,0.17,6.09,7.28,15.58,33.17,35.57
ENSG00000135838,4975,37.5,54,73,41.5,61.5,83
ENSG00000180198,3888,2478.5,3627.5,4958,2208.42,3779.75,3108.33
ENSG00000183586,193,0,0,0,0,2,1
ENSG00000143536,1902,0,0,1,0,3,0
ENSG00000186207,860,0,0.5,0,5,10,10.5
ENSG00000169509,718,3,4,8,1,3,1
ENSG00000185966,619,0,1,1,0,0,0
ENSG00000163202,625,5,1,9,2,6,6
ENSG00000092850,1959,0,2.5,2,1,11.5,9
ENSG00000116863,1651,456,675.75,933,815,1498,1355
ENSG00000171812,4669,2,5,3,6.5,3,6
ENSG00000054116,3527,1033,1609.5,2133.5,935.5,1809,1520.5
ENSG00000116871,5271,3160,4791.5,6637.67,3261.75,5597.33,4515
ENSG00000264592,256,0,0,0,0,1,0
ENSG00000231849,259,1,0,2,1,2,1
ENSG00000160094,3384,321,452,575.5,215.5,364.5,318
ENSG00000270115,469,1,4,1,2,4,4
ENSG00000184389,1023,0,0,0,1,2,4
ENSG00000284154,100,26,40.5,64.5,35.17,53.83,66.5
ENSG00000222112,299,0,2,4,0,10,2
ENSG00000263841,302,0,0,0,1,0,0
ENSG00000197956,971,6311,9850.5,12530.5,5755.75,10768.75,9580.75
ENSG00000196154,946,4147.83,6258.08,7914.92,3211.83,5827,4855.58
ENSG00000188015,841,248.83,451.83,516.17,205.33,394,300.83
ENSG00000196754,1546,81.5,138,165.5,74,148,103.83
ENSG00000285867,3176,66,91.5,99.5,47,80,57.33
ENSG00000188643,1701,6048.5,9112.5,11729.5,4712.75,8695.25,6917.67
ENSG00000189334,1277,23,29,55.5,45,73,72.5
ENSG00000160678,3030,52.5,80.08,92.83,138.33,254,200.83
ENSG00000143553,1517,778.5,1067.58,1342.67,592.17,1073.5,906.33
ENSG00000286379,4878,10,9,20,12,14.62,15.5
ENSG00000196182,5618,293,357.33,599.5,465.67,853.33,765
ENSG00000181817,1506,666,896.5,1211.5,570,972,834
ENSG00000222821,139,0,0,0,0,0,0
ENSG00000116885,2788,55.5,63.5,92.5,70,129,116.5
ENSG00000201448,129,0,1,0,0.5,0,2.5
ENSG00000116898,2863,1045,1576,2015,904,1725,1332
ENSG00000142694,1242,52,83.33,110.92,60,95.83,78.5
ENSG00000232237,2036,5,11,14.5,3,8.5,8
ENSG00000225857,748,19,32,37.83,22,56,39.33
ENSG00000243155,2424,107.17,132.17,189.83,106.83,156.67,165.42
ENSG00000232586,1440,18.33,31.83,38.5,25,40.67,31.25
ENSG00000251520,537,0,0,8,1,10.17,3
ENSG00000270711,411,0,0,2,6,1,3
ENSG00000135823,6477,751,1095.17,1504.17,749.67,1246.44,1150.17
ENSG00000153029,9441,240.17,384,549.5,237,440.5,341
ENSG00000117500,9211,1306,1939,3095.5,1160,2159,2082
ENSG00000237003,321,1,0,0,0,1,2
ENSG00000225297,185,3,0,0,0,1,1
ENSG00000229567,169,2.7,0.17,4.58,0,2.59,1.83
ENSG00000122483,7613,333.5,470,641.67,287.83,533.17,422.17
ENSG00000274386,4398,54.83,85.33,127.5,58.5,101.33,73.17
ENSG00000177868,1353,81.5,123.83,211.67,70.5,144,112.5
ENSG00000120370,11246,238.5,331,546.5,461,851,751
ENSG00000263793,68,0,0,0,0,0.5,0
ENSG00000266802,77,0,0,0,0,0,0
ENSG00000229010,818,0,0,0,2,1,1
ENSG00000206935,107,0,0,0,0,2,0
ENSG00000252578,101,0,0,1,0,1,0
ENSG00000004487,18325,1837.5,2773,3881.25,1448.5,2427,2304
ENSG00000196734,1138,1,0,0,0,0,0
ENSG00000186844,625,0,0,0,0,0,0
ENSG00000235942,640,0,0,0,1,0,0
ENSG00000163206,770,0,0,0,0,0,0
ENSG00000163207,2152,1,1,7,0,1,2
ENSG00000184148,751,0,0,0,0.5,0,0
ENSG00000163209,1441,0,0,0,3,2,3
ENSG00000252920,133,0,0,0,0,0,0
ENSG00000169469,619,0,0,0,0,0,0
ENSG00000163216,1052,0,0,0,4,1,1
ENSG00000241794,677,0,0,0,0,0,0
ENSG00000196805,676,0,0,0,0,0,0
ENSG00000203785,735,0,0,0,0,0,0
ENSG00000244094,675,0,0,0,0,0,0
ENSG00000159516,589,0,0,0,0,0,0
ENSG00000162706,3847,3.5,6.5,11,6.5,8,15
ENSG00000222552,87,0,0,0,0,0,0
ENSG00000196184,3557,0,0,0,0,0,0
ENSG00000179639,1165,0,0,2,1,2,0
ENSG00000142661,9214,161,246.5,351.5,128.5,224,186.5
ENSG00000230703,461,0.5,1.5,0,0.5,0,0
ENSG00000142677,2817,60,104,129.5,276,575.5,466
ENSG00000185436,4940,39,57,90,45,85,92
ENSG00000286185,14425,126.56,179.47,306.24,165.96,334.98,288.92
ENSG00000163435,7186,3130.83,4507.33,6540.42,2900.83,5116.67,4632.5
ENSG00000249007,987,938.5,1365,1879.25,832.5,1526.5,1398
ENSG00000232296,87,0,1,0,1,1,0
ENSG00000235811,84,0,0,0,0,0,0
ENSG00000212512,103,0,0,0,0,0,0
ENSG00000227109,220,0,0,0,0,1,0
ENSG00000133067,4685,128.33,160.67,275.83,118.83,199.17,165.67
ENSG00000116991,8552,208,310,538,414.5,779.5,757
ENSG00000116350,8806,2570,3514.5,5239,2386.75,4554,3709
ENSG00000117501,3776,1,0,0,0,0,0
ENSG00000226552,1641,0,0,0,0,0,0
ENSG00000007933,3439,1,1,1,0,3,1
ENSG00000221390,79,0,0,0,0,0,0
ENSG00000283598,60,0,0,0,0,0,0
ENSG00000094963,6201,0,0,0,0.5,0,0
ENSG00000187800,5525,93,150,232,86.5,153,165
ENSG00000237842,1531,2.5,6,7,3.5,4.5,3.5
ENSG00000224520,1447,20.29,34.58,54.57,17.82,49.61,27.19
ENSG00000253831,2100,0,3.75,5.08,1.75,6,4.25
ENSG00000117036,6707,435,659.25,952.92,1374.25,2491,2070.75
ENSG00000235700,310,0,1,6,3,5,5
ENSG00000232864,703,0,0,0,1,0,1
ENSG00000224834,283,0,0,0.5,0,2,2
ENSG00000201148,115,0,0,0,0,0,0
ENSG00000142698,3339,0,0,0,1,0,0
ENSG00000270241,434,0,0,0,0,0,0
ENSG00000121904,18114,2,3,3,2,11,1.5
ENSG00000163346,3851,707.08,1080.25,1694.42,493.5,858.08,758.5
ENSG00000268154,283,0,0,0.42,1.42,1,0
ENSG00000163348,3664,1467.83,2137.33,3129.83,1395.94,2547.33,2274.75
ENSG00000271380,799,356.83,536.67,650.5,346,693.83,557.5
ENSG00000160691,4342,5064,7488.33,10805.58,5496.44,9550.67,8087.25
ENSG00000173207,2340,3566.5,5600.13,6616.33,3077.48,5805.1,4790.73
ENSG00000264349,91,5.5,11,18,9.5,16.5,11
ENSG00000160688,4019,1289.5,1901,2552,1193,2068,1822.83
ENSG00000160685,4304,1820.25,2700,3832.86,1566.33,2865.78,2540.5
ENSG00000163354,3071,26.5,28.5,58.17,40.75,63,31.5
ENSG00000163357,3193,25.33,36.17,76.2,29.5,63.5,38
ENSG00000143537,6584,2062.92,3019.42,4450.83,1670.5,3268.44,2753.17
ENSG00000226664,229,0,0,0,0,0,0
ENSG00000226487,376,0,0,0,0,0,0
ENSG00000014914,4572,437.33,675,1088.33,718.5,1306,1161
ENSG00000264522,12227,648.33,964.83,1463.5,881.33,1515.17,1294.58
ENSG00000223945,870,5,1.5,4.83,4.5,8.5,8.5
ENSG00000273825,1892,0.83,0.29,0.25,0.38,0,0.67
ENSG00000271644,111,0,0,0,0,0.25,0
ENSG00000215784,2423,402.25,566.74,839.44,312.08,566.65,472.78
ENSG00000281571,1088,3.08,3.89,4.82,12.4,20.09,20.97
ENSG00000223612,519,68.5,112.25,161.58,50.5,87,92
ENSG00000198483,3363,0,1,0,6,16,4
ENSG00000143127,6242,31,55.5,80.5,49.5,97.5,93.33
ENSG00000131779,1718,329.5,498.5,642.08,311.58,636.53,527.83
ENSG00000280778,1095,240.33,338.08,461.95,219.21,405.49,322.54
ENSG00000271601,3991,409.75,684.5,907.25,366.25,606.03,536.5
ENSG00000272031,3671,39,54.83,63.67,35.58,87,84.75
ENSG00000121851,1811,149,250.17,344,117.33,241.83,192.08
ENSG00000265972,3604,173,274,320,713,1402,1345
ENSG00000168509,2418,0,0,0,1,0,0
ENSG00000201558,164,1.5,3.5,2,0.5,2,2.5
ENSG00000201789,101,0,0,0,0,0,0
ENSG00000271121,546,18.17,37.83,58.5,30.5,39.83,33
ENSG00000227868,794,2,0,5,0,3,5
ENSG00000206700,107,0,0,0,0,0,0
ENSG00000235105,1257,4.17,9.17,18.83,3.5,7.5,3.83
ENSG00000223175,107,0,0,0,0,1,0
ENSG00000232514,474,0,0,0,0,0,0
ENSG00000186094,7501,0,1,1,1,2,0
ENSG00000287661,1861,0,0,0,0,0,1
ENSG00000162373,2142,0,0,0,5,1,0
ENSG00000230114,566,0,0,0,0,0,0
ENSG00000225623,514,0,0,0,0,0,0
ENSG00000237478,262,0,0,0,0,0,0
ENSG00000215887,1966,0,0,0,0,0,0
ENSG00000279324,1901,0,0,0,0,0,0
ENSG00000233595,412,0,0,0,0,0,0
ENSG00000204006,1114,0,0,0,0,1,0
ENSG00000185483,6718,258,365.5,587.5,330.5,566.5,510
ENSG00000177452,584,0,0,2,0,1,0
ENSG00000228056,490,0,0,0,0.5,3,0
ENSG00000233328,423,24.5,77,92,42.5,87,62
ENSG00000230364,1311,2.5,3.23,6.17,1.5,1.67,0.67
ENSG00000117533,4986,145.5,240,325,169,313,312
ENSG00000232261,381,0,0,0,1,0,0
ENSG00000271459,521,0,0,0,0,0,0
ENSG00000253060,106,0,0,0,0,0,0
ENSG00000276442,110,0,0,0,0,0,0
ENSG00000271439,287,0,0,0,0,0,0
ENSG00000207205,165,3.67,1.67,5.33,21.83,38.5,31.17
ENSG00000233586,513,2.37,2,1.33,10.04,24.29,17.62
ENSG00000227212,399,19.5,29.08,51.33,16,32.5,32.5
ENSG00000229002,264,0,0,0,0,0,0
ENSG00000275291,162,0,1,1,2,7,5
ENSG00000278099,165,0,0,0,3,1,1
ENSG00000277918,164,0,1,0.5,0.9,1,1.5
ENSG00000142609,10422,0,1,4,0,2,3.19
ENSG00000286219,9139,53.08,77.32,138.55,113.6,222.07,182.89
ENSG00000266417,86,0,0,0,0,0,0
ENSG00000273062,1980,9.25,9,22,14,15.5,20.5
ENSG00000116191,9161,348.75,522,814,286,549.5,565.5
ENSG00000228196,1072,1,0,0,0,0,0
ENSG00000201791,119,0,0,0,0,1,0
ENSG00000116194,3598,3,6,12,17,44,42
ENSG00000142621,13296,12.5,19.33,24.33,21.33,32.5,35
ENSG00000075151,11885,1634.5,2397,3816.67,1302.5,2466,2110
ENSG00000143772,7072,176,242,429,188,253,251
ENSG00000163191,649,4151.25,6402,8154.58,4018.75,7384,6745
ENSG00000285818,1347,1,0,0,0,3,4
ENSG00000182898,3606,0,0,0,0,0,0
ENSG00000215853,3569,0,0,0,0,0,0
ENSG00000197915,9629,22,30,39,21,45,34
ENSG00000266338,5305,716.52,1141.3,1760.37,732.02,1271.33,1085.8
ENSG00000271291,287,0,0,0,0,0,0
ENSG00000207501,164,1.25,0.67,1.92,7.5,12.58,10.25
ENSG00000060642,8084,365,512.33,857,302.83,559.5,499.5
ENSG00000241188,291,0,0,0,3,2,2
ENSG00000287810,177,0,0.25,0.5,0.12,0.25,1.41
ENSG00000204160,5460,550.5,749.5,1126,486.83,762.5,739.5
ENSG00000175793,1308,2474,3599.5,4423,2130,3889,3260
ENSG00000142751,4966,538,701,1031,608.5,1117,1071.5
ENSG00000198746,2226,230.5,337,472.5,247,423,370.5
ENSG00000090273,2848,4812,7004.86,9271,3829.5,6891,5816.5
ENSG00000131910,1165,0,2,0,2,3,1
ENSG00000172746,497,0,0,0,0,2,4
ENSG00000225294,444,0,0,0.25,1,1.5,0
ENSG00000158246,2382,40,69,84,51,93,92
ENSG00000188782,2030,0,0,0,2,0,2
ENSG00000278572,899,0,0,1.5,0,4,0.5
ENSG00000130695,5145,395.5,576.5,864,416.33,645.33,580.5
ENSG00000270733,358,2,1,5,1,2,1
ENSG00000131914,3975,0.5,0,0,7,2,6.25
ENSG00000223583,535,2.2,7,2.2,5,5,3
ENSG00000158062,4691,559,738.38,1004,433.83,913.83,693
ENSG00000158615,9335,1224.5,1804.83,2806.83,1795.5,3360.33,3258
ENSG00000288527,79,0,0,0,0,0,0
ENSG00000143006,2440,0,0,0,0,0,0
ENSG00000174332,3173,0,0,3,0,2,1
ENSG00000239007,64,0,0,0,0,0,0
ENSG00000058804,4720,1155,1723,2739,707,1286,1320
ENSG00000201003,136,0,1,1,0,3,0
ENSG00000229687,286,0,0,0,0,0,0
ENSG00000182901,21651,3,1.5,0.5,2,9.83,2
ENSG00000254539,869,5.65,1.33,6.03,1.25,4.92,2.17
ENSG00000188822,5265,0,0,0,0,0.33,4
ENSG00000229106,1267,0,0,0,0,0,0.17
ENSG00000232557,210,0,0,0,0,0,0
ENSG00000264926,78,0,0,0,0,0,0
ENSG00000189266,2763,1146.47,1595.5,2422.17,1480.5,2672,2678.5
ENSG00000188529,11860,2781,3961.5,5966,2543.5,4225.58,3987.17
ENSG00000215905,328,0,0,0,0,0,0
ENSG00000158055,4266,25,34,27,21,34,27
ENSG00000010165,3831,1959,2948.5,4270,1538,2639,2479
ENSG00000213060,423,0,0,4,1,3,7
ENSG00000197959,11851,147,239.5,356.5,104,233,166.5
ENSG00000224600,350,0,0.83,0.5,0.2,0,0.33
ENSG00000233540,396,1,1.5,2.5,4,2.5,1.5
ENSG00000283844,110,0.67,0.67,0,0,1.67,1
ENSG00000283152,81,0.67,0.67,0,0,1.67,1
ENSG00000208024,110,0.5,0,0,0,0,0
ENSG00000287336,2299,2,6.5,8,2,4,3
ENSG00000206684,107,1,0,1,1,0,3
ENSG00000135845,5225,569,845,1105,450,788.25,732.5
ENSG00000180999,1728,3,4,7,2,3,6
ENSG00000201758,307,0,2,0,0,0,0
ENSG00000252073,106,0,0,0,0,0,0
ENSG00000252282,104,0,0,0,1,0,0
ENSG00000251754,105,0,0,0,0,0,0
ENSG00000223353,791,5,5,8,6.83,13.5,13
ENSG00000201170,164,0,1,0,0,0,0
ENSG00000232192,810,0,0,0,0,1,0
ENSG00000232793,259,0,0,0,0,1,0
ENSG00000203666,8628,108.17,151.83,259,114.67,256.42,198.5
ENSG00000168148,516,2.5,1,2,1,5,3.5
ENSG00000198691,8547,4,4.33,9,5,7,10
ENSG00000085433,4417,203,274,405.5,276,497.25,427
ENSG00000143811,3602,1085.83,1510.67,2084.17,865.93,1645,1556.33
ENSG00000078618,6640,2882.16,4567.16,6511.16,2610.66,4797.83,4801
ENSG00000185104,7549,959,1252,1811,754,1318.33,1373
ENSG00000117523,14189,4324.5,6052,9305,4303,8024,6613
ENSG00000085552,6637,21.5,36.5,48.33,22,40,38
ENSG00000143374,4020,976.5,1546,2086.83,759.83,1461.83,1292.83
ENSG00000182134,5092,278,427.17,646.75,220.92,367.58,354.75
ENSG00000263956,5946,360.15,613.53,936.49,445.57,900.84,829.94
ENSG00000134250,16744,758,1101.12,1965.75,802,1327.02,1527.97
ENSG00000132849,11813,827.5,1196.5,1907,684,1204.5,1104
ENSG00000175206,1120,8.17,6.65,19.25,8.83,15.42,15.67
ENSG00000170498,714,0.5,2.5,5.5,1.5,3.5,12
ENSG00000086015,8062,1225.3,1838.85,2753.86,1179.27,1898.27,1661.25
ENSG00000162409,9355,232,404.5,569.5,242.5,435,364
ENSG00000196189,6771,1,8,2,20,56,37
ENSG00000221978,6842,2631.5,3500.83,5599.12,2961.5,5529.33,4913.5
ENSG00000175707,1855,0,0,2,0,8,0
ENSG00000134258,3027,14,22.5,40,11,25,25
ENSG00000122482,7604,504,727,1028,557,915.5,981
ENSG00000162365,3842,0,0,0,0,1,0
ENSG00000187961,3402,379.1,544.17,880,325,639.67,563
ENSG00000163462,4533,101.33,114.67,159.33,59.17,93.33,91.33
ENSG00000116604,6351,1427.83,2055.5,3082.75,1282.5,2324.92,1896.25
ENSG00000185499,2401,63.08,74.83,132.02,110.2,163.5,163
ENSG00000116329,9317,4,1,4.5,36,73,91.5
ENSG00000235055,904,1,0,0,0,1,1
ENSG00000228431,386,0,0,0,0,4,0
ENSG00000234383,1330,0,2.5,2.5,0,4,2
ENSG00000221203,93,0,0,0,0,0,0
ENSG00000229133,582,0,0,0,2,0,1
ENSG00000284637,185,0,0,0,0,0,0
ENSG00000237568,324,0.5,1.5,0,8.5,11.5,10
ENSG00000238081,662,0,0,0,0,0,0
ENSG00000233235,797,0,0,0,0,0,0
